"ISSN","Category"
"24083801","Archeology"
"18531296","Archeology"
"18531296","Anthropology"
"18531296","Archeology"
"10079289","Surfaces, Coatings and Films"
"15548716","Rehabilitation"
"15548716","Computer Science"
"15548716","Neuroscience"
"15548716","Psychology"
"00665126","Psychiatry and Mental Health"
"00665126","Psychology"
"12313726","Civil and Structural Engineering"
"12313726","Water Science and Technology"
"14059940","Cardiology and Cardiovascular Medicine"
"01020935","Veterinary"
"16784162","Veterinary"
"20087209","Orthopedics and Sports Medicine"
"20087209","Sports Science"
"2008000X","Orthopedics and Sports Medicine"
"2008000X","Sports Science"
"2601226X","Experimental and Cognitive Psychology"
"22479228","Experimental and Cognitive Psychology"
"00108812","Law"
"00108812","Political Science and International Relations"
"01221450","Geography, Planning and Development"
"01221450","Agronomy and Crop Science"
"01221450","Economics and Econometrics"
"22157727","Geography, Planning and Development"
"22157727","Agronomy and Crop Science"
"22157727","Economics and Econometrics"
"22150846","Complementary and Alternative Medicine"
"22150846","Drug Discovery"
"22150838","Complementary and Alternative Medicine"
"22150838","Drug Discovery"
"18048285","Economics, Econometrics and Finance"
"18048285","Law"
"18046746","Economics, Econometrics and Finance"
"18046746","Law"
"25891774","History"
"25891774","Political Science and International Relations"
"25891774","Social Sciences"
"25891766","History"
"25891766","Political Science and International Relations"
"25891766","Social Sciences"
"10003274","Geophysics"
"10003274","Geotechnical Engineering and Engineering Geology"
"23992875","Law"
"13300695","Linguistics and Language"
"0016710X","Earth and Planetary Sciences"
"0018215X","Religious Studies"
"0018215X","History"
"19884265","Religious Studies"
"19884265","History"
"16181301","Anthropology"
"16181301","Medicine"
"0018442X","Anthropology"
"0018442X","Medicine"
"14736489","Political Science and International Relations"
"14736489","Sociology and Political Science"
"09706011","Aquatic Science"
"2273774X","Animal Science and Zoology"
"22737766","Animal Science and Zoology"
"17402875","Education"
"17402875","Management of Technology and Innovation"
"17402883","Education"
"17402883","Management of Technology and Innovation"
"14768690","Religious Studies"
"14768690","History"
"14768690","Linguistics and Language"
"17455197","Religious Studies"
"17455197","History"
"17455197","Linguistics and Language"
"14402807","History"
"14402807","Astronomy and Astrophysics"
"14402807","Physics and Astronomy"
"10099980","Biotechnology"
"10099980","Ecology"
"10099980","Ecology, Evolution, Behavior and Systematics"
"10099980","Food Science"
"10099980","Genetics"
"10099980","Horticulture"
"22125558","Oral Surgery"
"22125558","Otorhinolaryngology"
"22125558","Surgery"
"22125558","Pathology and Forensic Medicine"
"13093568","Advanced and Specialized Nursing"
"13093568","Psychiatry and Mental Health"
"2149374X","Advanced and Specialized Nursing"
"2149374X","Psychiatry and Mental Health"
"00224766","Inorganic Chemistry"
"00224766","Materials Chemistry"
"00224766","Physical and Theoretical Chemistry"
"15738779","Inorganic Chemistry"
"15738779","Materials Chemistry"
"15738779","Physical and Theoretical Chemistry"
"27388115","Earth and Planetary Sciences"
"27388115","Geography, Planning and Development"
"27388115","Ecological Modeling"
"27388115","Nature and Landscape Conservation"
"27388107","Earth and Planetary Sciences"
"27388107","Geography, Planning and Development"
"27388107","Ecological Modeling"
"27388107","Nature and Landscape Conservation"
"20084161","Infectious Diseases"
"20084161","Microbiology"
"20084161","Microbiology"
"20083645","Infectious Diseases"
"20083645","Microbiology"
"20083645","Microbiology"
"11123680","Engineering"
"11123680","Civil and Structural Engineering"
"11123680","Mechanical Engineering"
"11123680","Water Science and Technology"
"25219782","Engineering"
"25219782","Civil and Structural Engineering"
"25219782","Mechanical Engineering"
"25219782","Water Science and Technology"
"03069400","Law"
"03069400","Education"
"19430353","Law"
"19430353","Education"
"18632351","Geography, Planning and Development"
"18632351","Civil and Structural Engineering"
"18632351","Computers in Earth Sciences"
"18632351","Earth-Surface Processes"
"18632246","Geography, Planning and Development"
"18632246","Civil and Structural Engineering"
"18632246","Computers in Earth Sciences"
"18632246","Earth-Surface Processes"
"17451167","Inorganic Chemistry"
"17451167","Materials Chemistry"
"17451167","Organic Chemistry"
"10241221","Inorganic Chemistry"
"10241221","Materials Chemistry"
"10241221","Organic Chemistry"
"22347305","Applied Microbiology and Biotechnology"
"22347305","Biotechnology"
"22347305","Microbiology"
"1598642X","Applied Microbiology and Biotechnology"
"1598642X","Biotechnology"
"1598642X","Microbiology"
"25001523","Literature and Literary Theory"
"25001523","Arts and Humanities"
"25001523","Cultural Studies"
"25001523","History"
"25001523","Linguistics and Language"
"25001523","Anthropology"
"25001523","Social Sciences"
"27128059","Literature and Literary Theory"
"27128059","Arts and Humanities"
"27128059","Cultural Studies"
"27128059","History"
"27128059","Linguistics and Language"
"27128059","Anthropology"
"27128059","Social Sciences"
"04696255","Process Chemistry and Technology"
"04696255","Ocean Engineering"
"04696255","Transportation"
"04696255","Water Science and Technology"
"18024637","Education"
"14549069","Engineering"
"14549069","Computer Science"
"14549069","Mathematics"
"14549069","Physics and Astronomy"
"01024744","Education"
"01024744","Physics and Astronomy"
"17943108","Arts and Humanities"
"17943108","Law"
"17943108","Social Sciences"
"17943108","Sociology and Political Science"
"17943108","Social Psychology"
"22565531","Arts and Humanities"
"22565531","Law"
"22565531","Social Sciences"
"22565531","Sociology and Political Science"
"22565531","Social Psychology"
"12205311","Geography, Planning and Development"
"16083350","Chemistry"
"10703632","Chemistry"
"20962673","Agricultural and Biological Sciences"
"20962673","Soil Science"
"20962673","Water Science and Technology"
"18048048","Business, Management and Accounting"
"18048048","Economics, Econometrics and Finance"
"1211555X","Business, Management and Accounting"
"1211555X","Economics, Econometrics and Finance"
"00380474","Education"
"27671925","Applied Mathematics"
"27671925","Education"
"21452660","Pharmacology, Toxicology and Pharmaceutics"
"21452660","Applied Microbiology and Biotechnology"
"21452660","Food Science"
"01214004","Pharmacology, Toxicology and Pharmaceutics"
"01214004","Applied Microbiology and Biotechnology"
"01214004","Food Science"
"05071925","Library and Information Sciences"
"13346938","Library and Information Sciences"
"05781310","Pediatrics, Perinatology and Child Health"
"15271978","Geography, Planning and Development"
"15271978","Sociology and Political Science"
"00019887","Geography, Planning and Development"
"00019887","Sociology and Political Science"
"19884273","Cultural Studies"
"19884273","History"
"02105810","Cultural Studies"
"02105810","History"
"16575997","Nursing"
"20275374","Nursing"
"00040177","Sociology and Political Science"
"00040177","Urban Studies"
"19718519","Sociology and Political Science"
"19718519","Urban Studies"
"09760563","Veterinary"
"09760563","Animal Science and Zoology"
"09760563","Food Science"
"09714456","Veterinary"
"09714456","Animal Science and Zoology"
"09714456","Food Science"
"07177917","Complementary and Alternative Medicine"
"07177917","Drug Discovery"
"07177917","Pharmacology"
"07177917","Plant Science"
"00083968","Cultural Studies"
"00083968","History"
"00083968","Anthropology"
"00083968","Demography"
"00083968","Development"
"00083968","Geography, Planning and Development"
"00083968","Sociology and Political Science"
"20906854","Pulmonary and Respiratory Medicine"
"20906846","Pulmonary and Respiratory Medicine"
"00089389","History"
"15691616","History"
"18722059","Analytical Chemistry"
"18722059","Biochemistry"
"18722059","Chemical Engineering"
"18722059","Electrochemistry"
"18722059","Organic Chemistry"
"10008713","Analytical Chemistry"
"10008713","Biochemistry"
"10008713","Chemical Engineering"
"10008713","Electrochemistry"
"10008713","Organic Chemistry"
"10012036","Anatomy"
"10012036","Surgery"
"10012036","Orthopedics and Sports Medicine"
"0278940X","Biomedical Engineering"
"0278940X","Medicine"
"17432197","Cultural Studies"
"17432197","Communication"
"17432197","Sociology and Political Science"
"00125008","Chemistry"
"16083113","Chemistry"
"10053026","Engineering"
"10053026","Applied Mathematics"
"10053026","Computer Science Applications"
"00126772","Forestry"
"18410464","Religious Studies"
"18410464","Engineering"
"18410464","History and Philosophy of Science"
"18410464","Multidisciplinary"
"18428517","Religious Studies"
"18428517","Engineering"
"18428517","History and Philosophy of Science"
"18428517","Multidisciplinary"
"11385952","Ecology"
"11385952","Ecology, Evolution, Behavior and Systematics"
"11385952","Plant Science"
"1988799X","Ecology"
"1988799X","Ecology, Evolution, Behavior and Systematics"
"1988799X","Plant Science"
"14796708","Neurology"
"14796708","Neurology"
"17486971","Neurology"
"17486971","Neurology"
"15535304","Economics, Econometrics and Finance"
"21945659","Economics, Econometrics and Finance"
"19738137","Economics, Econometrics and Finance"
"19738137","Business and International Management"
"19738137","Management of Technology and Innovation"
"19738137","Strategy and Management"
"00197416","Economics, Econometrics and Finance"
"00197416","Business and International Management"
"00197416","Management of Technology and Innovation"
"00197416","Strategy and Management"
"12674982","Economics and Econometrics"
"12674982","Strategy and Management"
"19708734","Automotive Engineering"
"19708734","Fluid Flow and Transfer Processes"
"19708734","Mechanical Engineering"
"25325655","Automotive Engineering"
"25325655","Fluid Flow and Transfer Processes"
"25325655","Mechanical Engineering"
"10849513","Cultural Studies"
"10849513","History"
"10849513","Anthropology"
"10849513","Political Science and International Relations"
"10849513","Sociology and Political Science"
"1527201X","Cultural Studies"
"1527201X","History"
"1527201X","Anthropology"
"1527201X","Political Science and International Relations"
"1527201X","Sociology and Political Science"
"20798784","Visual Arts and Performing Arts"
"20798784","History"
"20798784","History and Philosophy of Science"
"20798784","Sociology and Political Science"
"22149635","Orthopedics and Sports Medicine"
"12292818","Agronomy and Crop Science"
"12292818","Biotechnology"
"12292818","Plant Science"
"17552842","Finance"
"17552842","Strategy and Management"
"14651211","Finance"
"14651211","Strategy and Management"
"00224995","History"
"00224995","Sociology and Political Science"
"00224995","Economics and Econometrics"
"00225037","Philosophy"
"10863222","Philosophy"
"23224207","Medicine"
"23223758","Medicine"
"2581012X","Veterinary"
"26157497","Veterinary"
"03685306","Metals and Alloys"
"03685306","Materials Chemistry"
"03685306","Mechanical Engineering"
"03685306","Mechanics of Materials"
"08687692","Arts and Humanities"
"08687692","Cultural Studies"
"18789390","Medicine"
"13573039","Medicine"
"23671696","Metals and Alloys"
"23671696","Electronic, Optical and Magnetic Materials"
"23671696","Energy Engineering and Power Technology"
"23671696","Materials Chemistry"
"23671696","Mechanics of Materials"
"23671181","Metals and Alloys"
"23671181","Electronic, Optical and Magnetic Materials"
"23671181","Energy Engineering and Power Technology"
"23671181","Materials Chemistry"
"23671181","Mechanics of Materials"
"19079761","Biochemistry"
"19079761","Biomaterials"
"19079761","Chemistry"
"19079761","Environmental Chemistry"
